Date,Open,High,Low,Close,Volume,Adj Close
2019/6/25,22.01,23.49,22.81,22.81,42668,22.81
2019/6/24,22.58,23.65,22.01,22.01,40101,22.01
2019/6/21,23.27,25.6,22.01,22.58,271377,22.58
2019/6/20,23.47,23.68,23.01,23.27,289260,23.27
2019/6/19,23.36,23.67,23.2,23.47,397541,23.47
2019/6/18,23.2,23.5,23.02,23.36,400901,23.36
2019/6/17,23.07,23.3,22.31,23.2,420265,23.2
2019/6/16,23.23,24.8,22.86,23.07,10650,23.07
2019/6/15,22.94,23.85,20.66,23.23,153848,23.23
2019/6/14,22.91,23.17,22.91,22.94,390190,22.94
2019/6/13,23.06,23,22.51,22.91,544351,22.91
2019/6/12,22.85,23.3,22.51,23.06,489644,23.06
2019/6/11,23.03,23.3,21.21,22.85,1360919,22.85
2019/6/10,22.9,23.18,22.76,23.03,1183491,23.03
2019/6/6,22.86,23.2,20.66,22.9,1339761,22.9
2019/6/5,22.81,23.5,21.25,22.86,1503001,22.86
2019/6/4,23.2,23.3,22.71,22.81,106509,22.81
2019/6/3,23.13,23.29,22.8,23.2,511699,23.2
2019/5/31,23.05,23.3,22.51,23.13,1082628,23.13
2019/5/30,22.66,23.19,22.75,23.05,655066,23.05
2019/5/29,22.5,23.07,22.5,22.66,620297,22.66
2019/5/28,23.23,23.28,21.73,22.5,859457,22.5
2019/5/27,23.08,24.8,23,23.23,800680,23.23
2019/5/24,22.85,23.4,22.77,23.08,235200,23.08
2019/5/23,22.85,23,22.7,22.85,261974,22.85
2019/5/22,22.73,25,22.6,22.85,88345,22.85
2019/5/21,23.12,22.82,22.6,22.73,73742,22.73
2019/5/20,22.66,24.5,22.6,23.12,37857,23.12
2019/5/17,22.42,22.8,22.5,22.66,1097,22.66
2019/5/16,22.36,22.8,22.3,22.42,160917,22.42
2019/5/15,22.25,22.5,22,22.36,281163,22.36
2019/5/14,22.04,22.48,22.11,22.25,543381,22.25
2019/5/13,21.93,22.29,21.31,22.04,655816,22.04
2019/5/10,21.78,22.04,21.62,21.93,60108,21.93
2019/5/9,21.63,21.98,21.54,21.78,92151,21.78
2019/5/8,20.69,21.98,21.38,21.63,163258,21.63
2019/5/7,20.24,21.95,20.61,20.69,506458,20.69
2019/5/6,21.88,21.99,20,20.24,706110,20.24
2019/4/30,22.03,22.49,21.8,21.88,898567,21.88
2019/4/29,22.48,22.5,22,22.03,300734,22.03
2019/4/26,22.47,22.49,22,22.48,210518,22.48
2019/4/25,22.49,22.5,22.1,22.47,298094,22.47
2019/4/24,22.46,24.71,20.22,22.49,674916,22.49
2019/4/23,22.5,22.69,22.25,22.46,381833,22.46
2019/4/22,22.41,24.65,22.21,22.5,631793,22.5
2019/4/19,22.36,23.5,20.13,22.41,251102,22.41
2019/4/18,22.24,22.8,22.02,22.36,23052,22.36
2019/4/17,21.91,22.49,21.82,22.24,257,22.24
2019/4/16,21.7,22.22,21.75,21.91,3113,21.91
2019/4/15,21.85,22.27,21.5,21.7,1042103,21.7
2019/4/12,21.43,21.89,21.68,21.85,381452,21.85
2019/4/11,21.78,21.8,21.2,21.43,609274,21.43
2019/4/10,21.49,21.9,21.35,21.78,574712,21.78
2019/4/9,21.64,21.86,21.41,21.49,191463,21.49
2019/4/8,21.83,22,21.41,21.64,426714,21.64
2019/4/4,21.94,22.49,19.75,21.83,910377,21.83
2019/4/3,21.67,23.84,21.71,21.94,468867,21.94
2019/4/2,21.74,22,21.6,21.67,337446,21.67
2019/4/1,21.71,21.88,21.25,21.74,628807,21.74
2019/3/29,21.45,21.8,21.4,21.71,847098,21.71
2019/3/28,21.34,22.8,21.39,21.45,1095404,21.45
2019/3/27,21.36,21.36,21.3,21.34,601939,21.34
2019/3/26,21.37,21.55,21.2,21.36,786030,21.36
2019/3/25,21.44,21.6,21.31,21.37,570292,21.37
2019/3/22,21.16,21.5,21.4,21.44,1677059,21.44
2019/3/21,21.36,21.5,20.6,21.16,490497,21.16
2019/3/20,21.34,21.58,20.61,21.36,491961,21.36
2019/3/19,21.07,21.9,20.5,21.34,327239,21.34
2019/3/18,21.3,23.4,20.73,21.07,415750,21.07
2019/3/15,21.52,21.98,20.8,21.3,16901,21.3
2019/3/14,21.45,21.98,21.5,21.52,12652,21.52
2019/3/13,21.68,23.8,19.51,21.45,102735,21.45
2019/3/12,20.11,22.12,20.18,21.68,61573,21.68
2019/3/11,19.39,21.33,19.5,20.11,233261,20.11
2019/3/8,19.32,21.25,19.21,19.39,42095,19.39
2019/3/7,19.12,21.03,19.16,19.32,58818,19.32
2019/3/6,19.11,21.02,19.01,19.12,31816,19.12
2019/3/5,18.96,20.84,18.82,19.11,41795,19.11
2019/3/4,20.25,22.2,18.41,18.96,45372,18.96
2019/3/1,19.56,21.52,20,20.25,306869,20.25
2019/2/28,19.66,20.99,19.51,19.56,12120,19.56
2019/2/27,19.95,21.8,19.02,19.66,46636,19.66
2019/2/26,20.51,22.22,19.01,19.95,14103,19.95
2019/2/25,20.94,23,19.5,20.51,20701,20.51
2019/2/22,19.5,21,20.6,20.94,9800,20.94
2019/2/21,19.99,19.5,19.5,19.5,172,19.5
2019/2/20,19.7,19.99,19.99,19.99,101,19.99
2019/2/19,19.43,19.8,19.68,19.7,10601,19.7
2019/2/18,19.43,19.59,19.1,19.43,10202,19.43
2019/2/15,18.43,19.6,19.3,19.43,11000,19.43
2019/2/14,17.9,19.28,18.37,18.43,1602,18.43
2019/2/13,17.9,19.48,19.48,17.9,100,17.9
2019/2/12,17.9,19.2,19.2,17.9,1,17.9
2019/2/11,19.16,19.6,17.86,17.9,71302,17.9
2019/2/1,18.56,20,18.55,19.16,10000,19.16
2019/1/31,18.6,18.6,18.4,18.56,158765,18.56
2019/1/30,18.39,18.6,18.6,18.6,154,18.6
2019/1/29,18.53,18.4,18.35,18.39,124678,18.39
2019/1/28,18.54,18.7,18.5,18.53,11669,18.53
2019/1/25,18.57,18.6,18.5,18.54,4666,18.54
2019/1/24,18.54,18.7,18.55,18.57,1770,18.57
2019/1/22,19,18.7,18.5,18.54,48640,18.54
2019/1/21,19,19,19,19,243,19
2019/1/18,18.96,19.46,19,19,1742,19
2019/1/17,18.99,20.5,18.95,18.96,601,18.96
2019/1/16,18.9,19.45,18.9,18.99,31118,18.99
2019/1/15,18.97,19.28,18.7,18.9,16011,18.9
2019/1/14,19.29,19.5,18.9,18.97,16930,18.97
2019/1/11,18.85,19.6,18.81,19.29,3698,19.29
2019/1/10,18.84,19.1,18.8,18.85,10946,18.85
2019/1/9,18,19,18.8,18.84,1342,18.84
2019/1/8,16.36,18,14.72,18,570348,18
2019/1/7,14.87,16.36,13.38,16.36,419487,16.36
2019/1/4,16.52,18.17,14.87,14.87,198979,14.87
2019/1/3,17.01,18.71,15.31,16.52,66130,16.52
2019/1/2,18.87,19.45,16.98,17.01,658140,17.01
2018/12/28,17.66,19.43,17.51,18.87,30409,18.87
2018/12/27,17.65,18.55,17.25,17.66,29300,17.66
2018/12/26,18.56,18.58,16.7,17.65,7553,17.65
2018/12/25,18.04,18.68,18.4,18.56,23041,18.56
2018/12/24,17.52,18.49,17.88,18.04,7302,18.04
2018/12/21,17.94,18.48,16.3,17.52,15619,17.52
